"","r","$\rho$","h","r","$\rho$","h","r","$\rho$","h","Avg"
"[TOK]  PubMed.and.PMC.w2v__tok.biocnlptokenizer_lc_sw.user_cf.default_ner.none_Min",0.503024742113614,0.535217014559864,0.518621793032863,0.595030529784045,0.574393581025663,0.584529964215644,0.653852199834469,0.676306569181208,0.664889858748018,0.589347205332175
"[TOK]  BioNLP2016_PubMed.shuffle.win.2__tok.stanfordcorenlpv4_2_0_lc_sw.user_cf.default_ner.none_Max",0.4979779344142,0.533608544174835,0.515177905350993,0.72222861914176,0.628813073958609,0.672291314802042,0.542311636566541,0.61163562638412,0.57489129386835,0.587453504673795
"[SW]  PubMed.and.PMC.w2v__tok.whitespace_lc_sw.user_cf.default_ner.none_Min",0.455491180719899,0.500433089454414,0.476905683638166,0.674328396246929,0.591285902992252,0.630082758906678,0.63894783867664,0.655420855233367,0.647079523547363,0.584689322030735
"[SW]  PubMed.and.PMC.w2v__tok.whitespace_lc_sw.user_cf.default_ner.none_Min.1",0.449604328531729,0.495185981943702,0.471295605896061,0.674147660927573,0.591595387374381,0.630179477815844,0.639335279087195,0.658853221001586,0.648947526338031,0.583474203349979
"[LC]  bio_embedding_extrinsic__tok.whitespace_notlc_sw.user_cf.default_ner.none_Max",0.508254367737669,0.533982046661247,0.520800662420917,0.619227870075457,0.628364321858401,0.623762641625149,0.546742939876223,0.651037087439841,0.594349418153032,0.579637574066366
"[LC]  BioNLP2016_PubMed.shuffle.win.2__tok.whitespace_notlc_sw.user_cf.default_ner.none_Max",0.502200734558212,0.554578901516726,0.527091783764154,0.626162444010617,0.565698925936898,0.594397017925713,0.576946870530994,0.640713155719084,0.60716036025025,0.576216387313372
"[SW]  BioNLP2016_PubMed.shuffle.win.2__tok.whitespace_lc_sw.user_cf.default_ner.none_Average.2",0.443485085791024,0.513168319394303,0.47578881738832,0.684877150404686,0.622280884528507,0.652080234459138,0.547579615555789,0.659070335822746,0.59817427697526,0.575347776274239
"[CF]  BioNLP2016_PubMed.shuffle.win.2__tok.whitespace_lc_sw.user_cf.default_ner.none_Average",0.443485085791024,0.513168319394303,0.47578881738832,0.684877150404686,0.622280884528507,0.652080234459138,0.547579615555789,0.659070335822746,0.59817427697526,0.575347776274239
"[TOK]  BioNLP2016_PubMed.shuffle.win.2__tok.whitespace_lc_sw.user_cf.default_ner.none_Average",0.443485085791024,0.513168319394303,0.47578881738832,0.684877150404686,0.622280884528507,0.652080234459138,0.547579615555789,0.659070335822746,0.59817427697526,0.575347776274239
"[LC]  BioNLP2016_PubMed.shuffle.win.2__tok.whitespace_lc_sw.user_cf.default_ner.none_Average",0.443485085791024,0.513168319394303,0.47578881738832,0.684877150404686,0.622280884528507,0.652080234459138,0.547579615555789,0.659070335822746,0.59817427697526,0.575347776274239
"[SW]  BioNLP2016_PubMed.shuffle.win.2__tok.whitespace_lc_sw.user_cf.default_ner.none_Sum.2",0.443485085791024,0.513168319394303,0.47578881738832,0.684877150404686,0.622280884528507,0.652080234459138,0.547579615555789,0.659070335822746,0.59817427697526,0.575347776274239
"[CF]  BioNLP2016_PubMed.shuffle.win.2__tok.whitespace_lc_sw.user_cf.default_ner.none_Sum",0.443485085791024,0.513168319394303,0.47578881738832,0.684877150404686,0.622280884528507,0.652080234459138,0.547579615555789,0.659070335822746,0.59817427697526,0.575347776274239
"[TOK]  BioNLP2016_PubMed.shuffle.win.2__tok.whitespace_lc_sw.user_cf.default_ner.none_Sum",0.443485085791024,0.513168319394303,0.47578881738832,0.684877150404686,0.622280884528507,0.652080234459138,0.547579615555789,0.659070335822746,0.59817427697526,0.575347776274239
"[LC]  BioNLP2016_PubMed.shuffle.win.2__tok.whitespace_lc_sw.user_cf.default_ner.none_Sum",0.443485085791024,0.513168319394303,0.47578881738832,0.684877150404686,0.622280884528507,0.652080234459138,0.547579615555789,0.659070335822746,0.59817427697526,0.575347776274239
"[LC]  bio_embedding_extrinsic__tok.whitespace_notlc_sw.user_cf.default_ner.none_Min",0.485147494110606,0.492161816650502,0.488629483861081,0.619305047038192,0.632218561165763,0.625695181768196,0.565345288320398,0.651594511446976,0.605413492125735,0.573246052585004
"[SW]  BioNLP2016_PubMed.shuffle.win.2__tok.whitespace_lc_sw.user_cf.default_ner.none_Max.2",0.439821810086686,0.498993297611635,0.467542828352519,0.715571557529609,0.631555151712473,0.670943424217314,0.547874286922724,0.613828730027069,0.578979262082429,0.572488504884088
"[CF]  BioNLP2016_PubMed.shuffle.win.2__tok.whitespace_lc_sw.user_cf.default_ner.none_Max",0.439821810086686,0.498993297611635,0.467542828352519,0.715571557529609,0.631555151712473,0.670943424217314,0.547874286922724,0.613828730027069,0.578979262082429,0.572488504884088
"[TOK]  BioNLP2016_PubMed.shuffle.win.2__tok.whitespace_lc_sw.user_cf.default_ner.none_Max",0.439821810086686,0.498993297611635,0.467542828352519,0.715571557529609,0.631555151712473,0.670943424217314,0.547874286922724,0.613828730027069,0.578979262082429,0.572488504884088
"[LC]  BioNLP2016_PubMed.shuffle.win.2__tok.whitespace_lc_sw.user_cf.default_ner.none_Max",0.439821810086686,0.498993297611635,0.467542828352519,0.715571557529609,0.631555151712473,0.670943424217314,0.547874286922724,0.613828730027069,0.578979262082429,0.572488504884088
"[CF]  BioNLP2016_PubMed.shuffle.win.2__tok.whitespace_lc_sw.user_cf.biosses_ner.none_Average",0.434179208154842,0.503656054458123,0.466344134465043,0.687188490615763,0.623655778872222,0.653882514227871,0.543258151132474,0.657699341109356,0.595026102689349,0.571750917127421
"[CF]  BioNLP2016_PubMed.shuffle.win.2__tok.whitespace_lc_sw.user_cf.biosses_ner.none_Sum",0.434179208154842,0.503656054458123,0.466344134465043,0.687188490615763,0.623655778872222,0.653882514227871,0.543258151132474,0.657699341109356,0.595026102689349,0.571750917127421
"[SW]  BioNLP2016_PubMed.shuffle.win.2__tok.whitespace_lc_sw.user_cf.default_ner.none_Min.2",0.400313579358863,0.42507595070414,0.412323319179387,0.722977944039358,0.641932646447471,0.680049152193629,0.588597024764859,0.643529549663227,0.614838744884408,0.569070405419141
"[CF]  BioNLP2016_PubMed.shuffle.win.2__tok.whitespace_lc_sw.user_cf.default_ner.none_Min",0.400313579358863,0.42507595070414,0.412323319179387,0.722977944039358,0.641932646447471,0.680049152193629,0.588597024764859,0.643529549663227,0.614838744884408,0.569070405419141
"[TOK]  BioNLP2016_PubMed.shuffle.win.2__tok.whitespace_lc_sw.user_cf.default_ner.none_Min",0.400313579358863,0.42507595070414,0.412323319179387,0.722977944039358,0.641932646447471,0.680049152193629,0.588597024764859,0.643529549663227,0.614838744884408,0.569070405419141
"[LC]  BioNLP2016_PubMed.shuffle.win.2__tok.whitespace_lc_sw.user_cf.default_ner.none_Min",0.400313579358863,0.42507595070414,0.412323319179387,0.722977944039358,0.641932646447471,0.680049152193629,0.588597024764859,0.643529549663227,0.614838744884408,0.569070405419141
"[CF]  BioNLP2016_PubMed.shuffle.win.2__tok.whitespace_lc_sw.user_cf.biosses_ner.none_Max",0.424592818074465,0.49205338044477,0.455840719753397,0.716002782295673,0.633297374556532,0.6721153627683,0.54017313922793,0.605702780934006,0.571064225819443,0.56634010278038
"[CF]  BioNLP2016_PubMed.shuffle.win.2__tok.whitespace_lc_sw.user_cf.blagec2019_ner.none_Max",0.427427881891451,0.490047310638723,0.456600648645925,0.714798971096787,0.635437284161976,0.672785840472742,0.531264123144389,0.604722105000229,0.565618052225324,0.565001513781331
"[CF]  BioNLP2016_PubMed.shuffle.win.2__tok.whitespace_lc_sw.user_cf.biosses_ner.none_Min",0.381140422785668,0.418117960836319,0.398773812406594,0.722433911046062,0.642902328476812,0.680351740673682,0.579762090565021,0.635569486051499,0.606384464984277,0.561836672688184
"[TOK]  BioNLP2016_PubMed.shuffle.win.2__tok.biocnlptokenizer_lc_sw.user_cf.default_ner.none_Average",0.448125291575799,0.517337089081344,0.480250372323685,0.589705860319658,0.607246920280356,0.59834786025708,0.547579615555789,0.659070335822746,0.59817427697526,0.558924169852008
"[TOK]  BioNLP2016_PubMed.shuffle.win.2__tok.biocnlptokenizer_lc_sw.user_cf.default_ner.none_Sum",0.448125291575799,0.517337089081344,0.480250372323685,0.589705860319658,0.607246920280356,0.59834786025708,0.547579615555789,0.659070335822746,0.59817427697526,0.558924169852008
"[CF]  PubMed.and.PMC.w2v__tok.whitespace_lc_sw.user_cf.none_ner.none_Max",0.407089439337693,0.422907226589494,0.414847608024679,0.590840805702979,0.544287003804299,0.566609273718671,0.680554235328712,0.708922582202599,0.694448816634933,0.558635232792761
"[SW]  BioNLP2016_PubMed.shuffle.win.2__tok.whitespace_lc_sw.user_cf.default_ner.none_Max",0.383834803605004,0.45266694082935,0.415418921688446,0.716038528610848,0.629693063078124,0.670095726588437,0.57608980681329,0.598640450515388,0.587148682578862,0.557554443618582
"[CF]  BioNLP2016_PubMed.shuffle.win.2__tok.whitespace_lc_sw.user_cf.blagec2019_ner.none_Min",0.374684218346554,0.412882901792911,0.392857201299971,0.720927809775322,0.643774143840909,0.680170028744202,0.567763723453029,0.633623990884367,0.598888621950141,0.557305283998104
"[SW]  BioNLP2016_PubMed.shuffle.win.2__tok.whitespace_lc_sw.user_cf.default_ner.none_Min",0.361420812004178,0.396021071801544,0.377930664784813,0.72609692806389,0.64414198026906,0.682668562782788,0.603695921134353,0.618722351726464,0.611116781128891,0.557238669565497
"[CF]  BioNLP2016_PubMed.shuffle.win.2__tok.whitespace_lc_sw.user_cf.blagec2019_ner.none_Average",0.43177013272393,0.48973405048883,0.458929085360796,0.682303282973061,0.625176002016591,0.652491620339926,0.502206137454038,0.626090838437841,0.557347344512175,0.556256016737632
"[CF]  BioNLP2016_PubMed.shuffle.win.2__tok.whitespace_lc_sw.user_cf.blagec2019_ner.none_Sum",0.43177013272393,0.48973405048883,0.458929085360796,0.682303282973061,0.625176002016591,0.652491620339926,0.502206137454038,0.626090838437841,0.557347344512175,0.556256016737632
"[TOK]  BioNLP2016_PubMed.shuffle.win.2__tok.biocnlptokenizer_lc_sw.user_cf.default_ner.none_Max",0.444282394801471,0.502246383783603,0.471489575840091,0.620352844717662,0.616028791979606,0.618183256997217,0.547874286922724,0.613828730027069,0.578979262082429,0.556217364973246
"[SW]  BioNLP2016_PubMed.shuffle.win.2__tok.whitespace_lc_sw.user_cf.default_ner.none_Min.1",0.356281166087786,0.39530418799698,0.374779620953245,0.726690533880512,0.644942266285,0.683380332917382,0.59515098320659,0.611264823543488,0.603100288799305,0.553753414223311
"[TOK]  BioNLP2016_PubMed.shuffle.win.2__tok.biocnlptokenizer_lc_sw.user_cf.default_ner.none_Min",0.407982141266659,0.432527927731407,0.419896623781901,0.617629488067664,0.62654266173669,0.622054148184935,0.588597024764859,0.643529549663227,0.614838744884408,0.552263172283748
"[SW]  BioNLP2016_PubMed.shuffle.win.2__tok.whitespace_lc_sw.user_cf.default_ner.none_Max.1",0.373939193954011,0.441232945358247,0.404808466767324,0.71811357788224,0.630478935909357,0.671448906641672,0.56183936301566,0.586063647588553,0.573695901841863,0.549984425083619
"[CF]  PubMed.and.PMC.w2v__tok.whitespace_lc_sw.user_cf.none_ner.none_Min",0.353696593460972,0.401262155078603,0.375980959517739,0.598290178536261,0.541862370384652,0.56867992730682,0.682267372570331,0.704286326948511,0.693102015437434,0.545920967420664
"[LC]  BioNLP2016_PubMed.shuffle.win.2__tok.whitespace_notlc_sw.user_cf.default_ner.none_Min",0.418707524025478,0.448474074207702,0.433079921399883,0.640797422090076,0.579205252433768,0.608446588472354,0.551590707047955,0.648425610854994,0.596101129332201,0.545875879734813
"[LC]  bio_embedding_extrinsic__tok.whitespace_notlc_sw.user_cf.default_ner.none_Average",0.425166194379426,0.476769899670172,0.449491810284024,0.553414081601121,0.617034078501273,0.583495039781177,0.534746734364151,0.666266838321856,0.593305561419974,0.542097470495059
"[LC]  bio_embedding_extrinsic__tok.whitespace_notlc_sw.user_cf.default_ner.none_Sum",0.425166194379426,0.476769899670172,0.449491810284024,0.553414081601121,0.617034078501273,0.583495039781177,0.534746734364151,0.666266838321856,0.593305561419974,0.542097470495059
"[CF]  BioNLP2016_PubMed.shuffle.win.2__tok.whitespace_lc_sw.user_cf.none_ner.none_Average",0.402114985354674,0.486264091905397,0.440204149782786,0.545099911273463,0.567706788808397,0.556173718555138,0.521229342981169,0.6217351248066,0.567063281045817,0.52114704979458
"[CF]  BioNLP2016_PubMed.shuffle.win.2__tok.whitespace_lc_sw.user_cf.none_ner.none_Sum",0.402114985354674,0.486264091905397,0.440204149782786,0.545099911273463,0.567706788808397,0.556173718555138,0.521229342981169,0.6217351248066,0.567063281045817,0.52114704979458
"[CF]  BioNLP2016_PubMed.shuffle.win.2__tok.whitespace_lc_sw.user_cf.none_ner.none_Max",0.325054279809093,0.372231373110615,0.347046867814311,0.607429467464668,0.584469541508351,0.595728362344452,0.578810985383525,0.631427228002859,0.603975336418565,0.515583522192443
"[CF]  BioNLP2016_PubMed.shuffle.win.2__tok.whitespace_lc_sw.user_cf.none_ner.none_Min",0.27209600885327,0.283379950980325,0.277623368881277,0.620692905628968,0.590889308132109,0.605424538927631,0.606033574568365,0.657350493700077,0.630649822879816,0.504565910229575
"[TOK]  bioconceptvec_fasttext__tok.stanfordcorenlpv4_2_0_lc_sw.user_cf.default_ner.none_Min",0.273550899512248,0.418539657191945,0.330858147383564,0.198715142436944,0.360344808164455,0.256165621607429,0.109035243531834,0.126124195154744,0.116958795366771,0.234660854785921
"[TOK]  bioconceptvec_fasttext__tok.stanfordcorenlpv4_2_0_lc_sw.user_cf.default_ner.none_Max",0.238663791949142,0.364508305569016,0.28845808604878,0.170620728221228,0.330508089146776,0.225058024598966,0.160944923302953,0.162457994551947,0.161697919403719,0.225071343350488
"[SW]  bioconceptvec_fasttext__tok.whitespace_lc_sw.user_cf.default_ner.none_Average.1",0.0478729064567903,0.124298012937437,0.0691232545781288,0.360258965030483,0.437056015515412,0.394958960139256,0.140101586897399,0.276150536576025,0.185892761694653,0.216658325470679
"[SW]  bioconceptvec_fasttext__tok.whitespace_lc_sw.user_cf.default_ner.none_Sum.1",0.0478729064567903,0.124298012937437,0.0691232545781288,0.360258965030483,0.437056015515412,0.394958960139256,0.140101586897399,0.276150536576025,0.185892761694653,0.216658325470679
"[SW]  bioconceptvec_fasttext__tok.whitespace_lc_sw.user_cf.default_ner.none_Average",0.0488022181069776,0.126201670771404,0.0703861097250377,0.354325195758605,0.435155582744879,0.390602510510264,0.136870312374418,0.266809720281417,0.180927104663525,0.213971908299609
"[SW]  bioconceptvec_fasttext__tok.whitespace_lc_sw.user_cf.default_ner.none_Sum",0.0488022181069776,0.126201670771404,0.0703861097250377,0.354325195758605,0.435155582744879,0.390602510510264,0.136870312374418,0.266809720281417,0.180927104663525,0.213971908299609
"[TOK]  bioconceptvec_fasttext__tok.stanfordcorenlpv4_2_0_lc_sw.user_cf.default_ner.none_Average",0.0202723641679097,0.131641553758972,0.0351341806445387,0.294461206892979,0.384510897641919,0.333514564816183,0.225436395454288,0.284404559018648,0.251510350721869,0.20671969872753
"[TOK]  bioconceptvec_fasttext__tok.stanfordcorenlpv4_2_0_lc_sw.user_cf.default_ner.none_Sum",0.0202723641679097,0.131641553758972,0.0351341806445387,0.294461206892979,0.384510897641919,0.333514564816183,0.225436395454288,0.284404559018648,0.251510350721869,0.20671969872753
"[SW]  bioconceptvec_fasttext__tok.whitespace_lc_sw.user_cf.default_ner.none_Min",0.163526191458247,0.337652271949325,0.22034063352876,0.16664940869061,0.33500809146855,0.222577756067002,0.141253149051528,0.201966793272062,0.166240023003214,0.203052804199658
"[SW]  bioconceptvec_fasttext__tok.whitespace_lc_sw.user_cf.default_ner.none_Min.1",0.163983386081264,0.33524860272226,0.220239096397505,0.161511719904552,0.334301977641192,0.217798288524857,0.145542541626328,0.191966094290671,0.165561590406324,0.201199658442895
"[SW]  bioconceptvec_fasttext__tok.whitespace_lc_sw.user_cf.default_ner.none_Min.2",0.18695682055115,0.380297821970365,0.250678500724338,0.158880136649247,0.323796717794072,0.213164838115274,0.138276672521975,0.137040923522039,0.1376560247238,0.200499787854471
"[CF]  bioconceptvec_fasttext__tok.whitespace_lc_sw.user_cf.default_ner.none_Min",0.18695682055115,0.380297821970365,0.250678500724338,0.158880136649247,0.323796717794072,0.213164838115274,0.138276672521975,0.137040923522039,0.1376560247238,0.200499787854471
"[TOK]  bioconceptvec_fasttext__tok.whitespace_lc_sw.user_cf.default_ner.none_Min",0.18695682055115,0.380297821970365,0.250678500724338,0.158880136649247,0.323796717794072,0.213164838115274,0.138276672521975,0.137040923522039,0.1376560247238,0.200499787854471
"[LC]  bioconceptvec_fasttext__tok.whitespace_lc_sw.user_cf.default_ner.none_Min",0.18695682055115,0.380297821970365,0.250678500724338,0.158880136649247,0.323796717794072,0.213164838115274,0.138276672521975,0.137040923522039,0.1376560247238,0.200499787854471
"[TOK]  bioconceptvec_fasttext__tok.biocnlptokenizer_lc_sw.user_cf.default_ner.none_Min",0.175635420890266,0.363490210081864,0.236834431047555,0.165721760267988,0.308541154276078,0.215627162207715,0.138276672521975,0.137040923522039,0.1376560247238,0.19670587265969
"[CF]  bioconceptvec_fasttext__tok.whitespace_lc_sw.user_cf.none_ner.none_Min",0.152293278033521,0.306452765866691,0.203470730251919,0.16818566946931,0.314736082429086,0.219224329910162,0.137484438271652,0.182060535511811,0.156663333864479,0.19311946467552
"[SW]  bioconceptvec_fasttext__tok.whitespace_lc_sw.user_cf.default_ner.none_Average.2",0.0111656317948613,0.0793692783623679,0.0195771583907026,0.259612326941138,0.381264000839014,0.308892153278781,0.200539984167254,0.261214744524905,0.22689102017275,0.185120110614078
"[CF]  bioconceptvec_fasttext__tok.whitespace_lc_sw.user_cf.default_ner.none_Average",0.0111656317948613,0.0793692783623679,0.0195771583907026,0.259612326941138,0.381264000839014,0.308892153278781,0.200539984167254,0.261214744524905,0.22689102017275,0.185120110614078
"[TOK]  bioconceptvec_fasttext__tok.whitespace_lc_sw.user_cf.default_ner.none_Average",0.0111656317948613,0.0793692783623679,0.0195771583907026,0.259612326941138,0.381264000839014,0.308892153278781,0.200539984167254,0.261214744524905,0.22689102017275,0.185120110614078
"[LC]  bioconceptvec_fasttext__tok.whitespace_lc_sw.user_cf.default_ner.none_Average",0.0111656317948613,0.0793692783623679,0.0195771583907026,0.259612326941138,0.381264000839014,0.308892153278781,0.200539984167254,0.261214744524905,0.22689102017275,0.185120110614078
"[SW]  bioconceptvec_fasttext__tok.whitespace_lc_sw.user_cf.default_ner.none_Sum.2",0.0111656317948613,0.0793692783623679,0.0195771583907026,0.259612326941138,0.381264000839014,0.308892153278781,0.200539984167254,0.261214744524905,0.22689102017275,0.185120110614078
"[CF]  bioconceptvec_fasttext__tok.whitespace_lc_sw.user_cf.default_ner.none_Sum",0.0111656317948613,0.0793692783623679,0.0195771583907026,0.259612326941138,0.381264000839014,0.308892153278781,0.200539984167254,0.261214744524905,0.22689102017275,0.185120110614078
"[TOK]  bioconceptvec_fasttext__tok.whitespace_lc_sw.user_cf.default_ner.none_Sum",0.0111656317948613,0.0793692783623679,0.0195771583907026,0.259612326941138,0.381264000839014,0.308892153278781,0.200539984167254,0.261214744524905,0.22689102017275,0.185120110614078
"[LC]  bioconceptvec_fasttext__tok.whitespace_lc_sw.user_cf.default_ner.none_Sum",0.0111656317948613,0.0793692783623679,0.0195771583907026,0.259612326941138,0.381264000839014,0.308892153278781,0.200539984167254,0.261214744524905,0.22689102017275,0.185120110614078
"[CF]  bioconceptvec_fasttext__tok.whitespace_lc_sw.user_cf.none_ner.none_Max",0.0875084807648041,0.192389925903649,0.12029900656222,0.153710213256878,0.282968953591308,0.199209037223051,0.229934955407441,0.229275690636905,0.229604849786153,0.183037631190475
"[SW]  bioconceptvec_fasttext__tok.whitespace_lc_sw.user_cf.default_ner.none_Max.2",0.128147155299148,0.278193085806132,0.175467005054569,0.142025201873966,0.296341104729854,0.192021624786274,0.183367528239709,0.159433024009948,0.170564716658887,0.17935111549991
"[CF]  bioconceptvec_fasttext__tok.whitespace_lc_sw.user_cf.default_ner.none_Max",0.128147155299148,0.278193085806132,0.175467005054569,0.142025201873966,0.296341104729854,0.192021624786274,0.183367528239709,0.159433024009948,0.170564716658887,0.17935111549991
"[TOK]  bioconceptvec_fasttext__tok.whitespace_lc_sw.user_cf.default_ner.none_Max",0.128147155299148,0.278193085806132,0.175467005054569,0.142025201873966,0.296341104729854,0.192021624786274,0.183367528239709,0.159433024009948,0.170564716658887,0.17935111549991
"[LC]  bioconceptvec_fasttext__tok.whitespace_lc_sw.user_cf.default_ner.none_Max",0.128147155299148,0.278193085806132,0.175467005054569,0.142025201873966,0.296341104729854,0.192021624786274,0.183367528239709,0.159433024009948,0.170564716658887,0.17935111549991
"[LC]  bioconceptvec_fasttext__tok.whitespace_notlc_sw.user_cf.default_ner.none_Average",0.00508177282725552,0.0306151554184101,0.00871667521848308,0.225125755386292,0.396505681210576,0.287191527784253,0.213116471650545,0.269812735392063,0.238136510836733,0.178014904613156
"[LC]  bioconceptvec_fasttext__tok.whitespace_notlc_sw.user_cf.default_ner.none_Sum",0.00508177282725552,0.0306151554184101,0.00871667521848308,0.225125755386292,0.396505681210576,0.287191527784253,0.213116471650545,0.269812735392063,0.238136510836733,0.178014904613156
"[CF]  bioconceptvec_fasttext__tok.whitespace_lc_sw.user_cf.blagec2019_ner.none_Average",0.0132070557802265,0.0711341509603673,0.0222779050933463,0.238116729794931,0.374233191261371,0.291046607894264,0.19839699417244,0.240033851999982,0.2172383405601,0.176854284515904
"[CF]  bioconceptvec_fasttext__tok.whitespace_lc_sw.user_cf.blagec2019_ner.none_Sum",0.0132070557802265,0.0711341509603673,0.0222779050933463,0.238116729794931,0.374233191261371,0.291046607894264,0.19839699417244,0.240033851999982,0.2172383405601,0.176854284515904
"[TOK]  bioconceptvec_fasttext__tok.biocnlptokenizer_lc_sw.user_cf.default_ner.none_Max",0.126495103574705,0.27865695179732,0.17400252330966,0.135457561824887,0.280770781365275,0.182748369243239,0.183367528239709,0.159433024009948,0.170564716658887,0.175771869737262
"[SW]  bioconceptvec_fasttext__tok.whitespace_lc_sw.user_cf.default_ner.none_Max",0.0774320311096972,0.250499683708841,0.118297184599211,0.147353180920666,0.307279497340896,0.199187667450664,0.185588009706547,0.214935134724695,0.199186411193336,0.172223754414404
"[SW]  bioconceptvec_fasttext__tok.whitespace_lc_sw.user_cf.default_ner.none_Max.1",0.0735602401960518,0.244806782907897,0.113127581976026,0.133816185396606,0.305721561899408,0.186152354188225,0.183457926237564,0.213137228846104,0.197187048338391,0.165488994834214
"[CF]  bioconceptvec_fasttext__tok.whitespace_lc_sw.user_cf.none_ner.none_Average",0.030860197797967,0.095923872437494,0.0466971863495207,0.145167211535425,0.34335095206387,0.20405914867898,0.21651252196584,0.267047570787743,0.239139432316924,0.163298589115141
"[CF]  bioconceptvec_fasttext__tok.whitespace_lc_sw.user_cf.none_ner.none_Sum",0.030860197797967,0.095923872437494,0.0466971863495207,0.145167211535425,0.34335095206387,0.20405914867898,0.21651252196584,0.267047570787743,0.239139432316924,0.163298589115141
"[CF]  bioconceptvec_fasttext__tok.whitespace_lc_sw.user_cf.blagec2019_ner.none_Min",0.141891095266134,0.295970599312572,0.1918212669571,0.143790144258428,0.317816508302957,0.197999232996387,0.10727259684925,0.0906503168188762,0.0982634573243361,0.162694652425941
"[TOK]  bioconceptvec_fasttext__tok.biocnlptokenizer_lc_sw.user_cf.default_ner.none_Average",0.019067255495276,0.0901345838981213,0.0314760108381432,0.164685139870351,0.369155683305121,0.227762481622939,0.200539984167254,0.261214744524905,0.22689102017275,0.162043170877944
"[TOK]  bioconceptvec_fasttext__tok.biocnlptokenizer_lc_sw.user_cf.default_ner.none_Sum",0.019067255495276,0.0901345838981213,0.0314760108381432,0.164685139870351,0.369155683305121,0.227762481622939,0.200539984167254,0.261214744524905,0.22689102017275,0.162043170877944
"[CF]  bioconceptvec_fasttext__tok.whitespace_lc_sw.user_cf.biosses_ner.none_Min",0.126569058818446,0.317181926000534,0.18093669297201,0.147336188472779,0.316137336831765,0.200997328648367,0.106893174203365,0.0914638875251316,0.0985784441183453,0.160170821912908
"[CF]  bioconceptvec_fasttext__tok.whitespace_lc_sw.user_cf.biosses_ner.none_Max",0.0962976895464866,0.240053662556633,0.137455151744349,0.128081378696373,0.284978525817396,0.176731956245031,0.190005307923254,0.146754982149651,0.16560281241342,0.1599299734676
"[CF]  bioconceptvec_fasttext__tok.whitespace_lc_sw.user_cf.blagec2019_ner.none_Max",0.0962849811550884,0.222595433433738,0.13442404194696,0.12528034938264,0.285203637208687,0.174089184873741,0.190142030932781,0.148307719044798,0.166639395680182,0.158384207500294
"[CF]  bioconceptvec_fasttext__tok.whitespace_lc_sw.user_cf.biosses_ner.none_Average",-0.0257648600037074,0.0767607851911417,-0.0775642711434423,0.246286619184353,0.381334494763144,0.299281147196857,0.19845645674286,0.238976332056469,0.21683969432428,0.146185523459232
"[CF]  bioconceptvec_fasttext__tok.whitespace_lc_sw.user_cf.biosses_ner.none_Sum",-0.0257648600037074,0.0767607851911417,-0.0775642711434423,0.246286619184353,0.381334494763144,0.299281147196857,0.19845645674286,0.238976332056469,0.21683969432428,0.146185523459232
"[LC]  bioconceptvec_fasttext__tok.whitespace_notlc_sw.user_cf.default_ner.none_Max",0.0634060372516519,0.213522937554138,0.0977770082898292,0.255555728719555,0.293472497458851,0.273204816696888,0.0459051370797885,0.015910369253965,0.0236305653681755,0.131537463451631
"[LC]  bioconceptvec_fasttext__tok.whitespace_notlc_sw.user_cf.default_ner.none_Min",0.0423524456434306,0.190504340770638,0.069298600754361,0.27350053907391,0.330326481403723,0.299239575807134,0.00386272705060627,0.0201867993830972,0.00648462631954152,0.125007600960345
